Sat, 21 Nov 15 21:47:11 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to tweetview
Sun, 22 Nov 15 11:57:39 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xB6' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397788611244032, tweet_text = "wow really speechless with your act, only find me when you need me &amp; leave me hanging when I\'m asking you something 😶", created_at = "2015-11-22 11:57:05", geo_lat = 0, geo_long = 0, user_id = 93382440, screen_name = "PlanetCocoGrey", name = "june ✌️", profile_image_url = "http://pbs.twimg.com/profile_images/655981958812405760/qA82tPsy_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:40 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82 o...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397792554000384, tweet_text = "@mcculloch_p haha not quite😂 only the stage door but it took me ages to get down, I was freaking out!", created_at = "2015-11-22 11:57:06", geo_lat = 0, geo_long = 0, user_id = 405206151, screen_name = "dalekeith5", name = "dale keith", profile_image_url = "http://pbs.twimg.com/profile_images/651075096057094144/98cicSii_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:40 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\xAA\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397792952344577, tweet_text = "RT @higeorgeshelley: Woah!3000 retweets already💪🏾\n\nYou guys are crazzaayyy🙃\n\nCan u reply with:\n🙋🏽 #GeorgeOfTheJungle\n\n...so i know who to f…", created_at = "2015-11-22 11:57:06", geo_lat = 0, geo_long = 0, user_id = 146820534, screen_name = "chamimrajif", name = "CHAMIM RAJIF", profile_image_url = "http://pbs.twimg.com/profile_images/666755756931358721/RCAWlpNs_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:40 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8E h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397791643832320, tweet_text = "When you turn on the tv to see @Joe_Sugg and @Caspar_Lee 😎 https://t.co/WOvzWHzk0d", created_at = "2015-11-22 11:57:06", geo_lat = 0, geo_long = 0, user_id = 2434065003, screen_name = "calum_isbae", name = "Joanne✞☠", profile_image_url = "http://pbs.twimg.com/profile_images/663432485401960448/odDpBZfL_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:40 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x81 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397792734244864, tweet_text = "RT @hansungheeHSH: @bangtanthough and I have more 😁 https://t.co/P9LXgYrOjq", created_at = "2015-11-22 11:57:06", geo_lat = 0, geo_long = 0, user_id = 70154344, screen_name = "AliaAmin24", name = "Lio.", profile_image_url = "http://pbs.twimg.com/profile_images/631537745085644800/qH9bprxN_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:41 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x87\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397797037617152, tweet_text = "THE BEST SINGER I HAVE EVER HEARD @itsdandelion SOUNDS LIKE AN ANGLE!!!😇👸😍", created_at = "2015-11-22 11:57:07", geo_lat = 0, geo_long = 0, user_id = 3063520711, screen_name = "Tito_Crux", name = "Tito", profile_image_url = "http://pbs.twimg.com/profile_images/574061040649965568/cTrJh728_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 11:57:41 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xAD\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397796593172481, tweet_text = "I\'m sorry😭😂😂 \"ThatGuy4D: I hate you 😂😂\"2le_Fuze: #2015Engrish Playing shangaan music in the car makes the tires fl… https://t.co/3WfTgqtTk1", created_at = "2015-11-22 11:57:07", geo_lat = 0, geo_long = 0, user_id = 3336875893, screen_name = "emmelodie", name = "Elodie", profile_image_url = "http://pbs.twimg.com/profile_images/636138888856080384/wsxSck1D_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:41 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xA7' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397796014161920, tweet_text = "These days of heavy rain but the air is still hot, what\'s wrong with today\'s weather 😧", created_at = "2015-11-22 11:57:07", geo_lat = 0, geo_long = 0, user_id = 4199289928, screen_name = "deed8546", name = "Deed", profile_image_url = "http://pbs.twimg.com/profile_images/666112357546991616/S1_DsYlX_normal.png", is_rt = 0
Sun, 22 Nov 15 11:57:41 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397796853202944, tweet_text = "I\'m voting for \"Where Are U Now\" for #AMAs Collaboration of the Year Un-leashed by T-Mobile, you can too here! https://t.co/1ITRAvkvZy 😍", created_at = "2015-11-22 11:57:07", geo_lat = 0, geo_long = 0, user_id = 2957144517, screen_name = "frederaite", name = "Auste Frederaite", profile_image_url = "http://pbs.twimg.com/profile_images/651097420105936896/Fr3hyFHy_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:41 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8A h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397797201215488, tweet_text = "RT @iqbaale: And i will never have any reason to not to love you. Do not cry Alifia! ❤️😊 https://t.co/lxrKA8drnV", created_at = "2015-11-22 11:57:07", geo_lat = 0, geo_long = 0, user_id = 456542002, screen_name = "MadinaMunawarah", name = "Madinatul Munawarah", profile_image_url = "http://pbs.twimg.com/profile_images/663200424829186052/Jk1yRjmb_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:41 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397796798496768, tweet_text = "you in future😂😂 but the tickle change to cubit😂😂 @hellkittz  https://t.co/vq22gTfAcQ", created_at = "2015-11-22 11:57:07", geo_lat = 0, geo_long = 0, user_id = 389628288, screen_name = "AzfarTennyson", name = "aparito", profile_image_url = "http://pbs.twimg.com/profile_images/668143693841362944/E8BemvVD_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:42 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8F\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397800980221952, tweet_text = "Thank you. Appreciate it. 🙏🏽🙏🏽  https://t.co/hKMViGAGiA", created_at = "2015-11-22 11:57:08", geo_lat = 0, geo_long = 0, user_id = 17129334, screen_name = "SabrinaSith", name = "Sabrina", profile_image_url = "http://pbs.twimg.com/profile_images/665690642605969409/Q7-zEIkc_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:42 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB9 c...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397800506449920, tweet_text = "📹 captioned-vines: afrorevolution: Jesus was a man of colour 👏🏿 Interviewee: Jesus was not born in... https://t.co/nyEwQnVFfG", created_at = "2015-11-22 11:57:08", geo_lat = 0, geo_long = 0, user_id = 129561966, screen_name = "THE_SWAGGARIGHT", name = "BlaKKLight", profile_image_url = "http://pbs.twimg.com/profile_images/526529632754221056/PsfMbyLM_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 11:57:42 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\xA0' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397801059909633, tweet_text = "I can write better than anybody who can write faster, and I can write faster than anybody who can write better. 👠", created_at = "2015-11-22 11:57:08", geo_lat = 0, geo_long = 0, user_id = 3375601641, screen_name = "dmuravchuk3", name = "Данил Муравчук", profile_image_url = "http://pbs.twimg.com/profile_images/624629466753400832/w0EJk6iY_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:43 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8F #...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397804641984514, tweet_text = "You can make a lot of international fans happy! @camerondallas @AaronCarpenter @EthanDolan @GraysonDolan @MAGCONTOUR 🙏 #SpainNeedsMagcon", created_at = "2015-11-22 11:57:09", geo_lat = 0, geo_long = 0, user_id = 173457650, screen_name = "andreavipe19", name = "∆ndrea", profile_image_url = "http://pbs.twimg.com/profile_images/666965493497143296/AGZgCOXR_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:43 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x8F\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397804709105664, tweet_text = "RT @insan_honey: @Gurmeetramrahim #MSG2SuperDuperHit yehhh PAPAG I enjoyed a lot👏👏👏💃💃💃💃💃💃👍", created_at = "2015-11-22 11:57:09", geo_lat = 0, geo_long = 0, user_id = 3139055262, screen_name = "insanansh123", name = "Ansh Insan", profile_image_url = "http://pbs.twimg.com/profile_images/668289567028482048/kL6VbK3Q_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:43 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397804537184256, tweet_text = "This is darn hilarious... 😂😂😭😭😭\n\nhttps://t.co/HdYbnn26V2", created_at = "2015-11-22 11:57:09", geo_lat = 0, geo_long = 0, user_id = 447946608, screen_name = "Albi_Me", name = "Lê Cheerleader™", profile_image_url = "http://pbs.twimg.com/profile_images/610327465244946432/CNc9wp_H_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:43 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8C\x8E\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397805082247168, tweet_text = "I\'m voting for \"Where Are U Now\" for #AMAs Collaboration of the Year Un-leashed by T-Mobile, you can too here! https://t.co/qLDVNoy6R8🌎🌍🌏", created_at = "2015-11-22 11:57:09", geo_lat = 0, geo_long = 0, user_id = 2602289592, screen_name = "Biebermania1111", name = "PURPOSE#1", profile_image_url = "http://pbs.twimg.com/profile_images/665434769333870592/fPj0rvZb_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:43 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x89\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397805300350976, tweet_text = "RT @Updates1D_x3: Be sure to release the On The Road Again Tout DVD soon if there is one @onedirection 😉😉😉 \n\n#MTVStars One Direction", created_at = "2015-11-22 11:57:09", geo_lat = 0, geo_long = 0, user_id = 4263658392, screen_name = "rhdprz", name = "Rhoda", profile_image_url = "http://pbs.twimg.com/profile_images/667641179605893121/CsQruvsT_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8D\x95Wh...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397809574350848, tweet_text = "RT @_transbot: [TRANS] qtfreet: 🍕Why am I always hungry. Do I have any problems..?\nhttps://t.co/IEG1kvE2oJ https://t.co/rwhjO3dQA1", created_at = "2015-11-22 11:57:10", geo_lat = 0, geo_long = 0, user_id = 2917588056, screen_name = "tara_myanmar", name = "T-ARA Myanmar", profile_image_url = "http://pbs.twimg.com/profile_images/657784101001256960/FtnVBPb2_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397809549246464, tweet_text = "RT @Shaeyyyyy: It\'s okay.We, ARMY\'s are always here to catch you everytime you fall 😂 https://t.co/gfBQgTHhES", created_at = "2015-11-22 11:57:10", geo_lat = 0, geo_long = 0, user_id = 597997012, screen_name = "taerytales", name = "mitzi♡taehyung", profile_image_url = "http://pbs.twimg.com/profile_images/658621335682191360/NRgIp_nX_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x86\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397809343819776, tweet_text = "Gonna watch Doctor Who and Ant-Man with Luke and just cuddle all day. I really need it. 💆🏻", created_at = "2015-11-22 11:57:10", geo_lat = 0, geo_long = 0, user_id = 256724639, screen_name = "tylerryoseph", name = "Sophie", profile_image_url = "http://pbs.twimg.com/profile_images/665528313960652800/YIdlXYij_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:44 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668397810883006464, url="http://booksonthemove.com/book-review/the-great-vegan-bean-book-more-than-100-delicious-plant-based-dishes-packed-with-the-kindest-protein-in-town-includes-soy-free-and-gluten-free-recipes-great-vegan-book"
Sun, 22 Nov 15 11:57:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x94\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397808777478144, tweet_text = "a little fat😔😠 https://t.co/X6ePP3p60w", created_at = "2015-11-22 11:57:10", geo_lat = 0, geo_long = 0, user_id = 4317834139, screen_name = "vivi_fx", name = "vic_kry0202", profile_image_url = "http://pbs.twimg.com/profile_images/668236558047178752/du14QdVw_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:45 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x80' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397817782796288, tweet_text = "If it smells like bullshit, don’t put it on a spoon for me and tell me it’s sugar. It ain’t gonna help me to swallow it 😀", created_at = "2015-11-22 11:57:12", geo_lat = 0, geo_long = 0, user_id = 218586507, screen_name = "MouthyMatthew", name = "〰 ๓คՇՇɦﻉฝ 〰", profile_image_url = "http://pbs.twimg.com/profile_images/657541487547256832/nLTLuixm_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x9E\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397813764485120, tweet_text = "Hahaha lot of new friends and new followers because of the audio streaming of phantasia meeting different fandoms and International SONE 💞🙌👌", created_at = "2015-11-22 11:57:11", geo_lat = 0, geo_long = 0, user_id = 362801366, screen_name = "ItsZheanManalo", name = "♕ TIFFANY BABY ♕", profile_image_url = "http://pbs.twimg.com/profile_images/668322004664123392/wnmc4mqv_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x94\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397813349249024, tweet_text = "RT @VmLokisaurus: @ekdark666 lmfao .. I\'ll have to leave it here now .. My bed time sweetie 😔💕🌹💕 good night xxx https://t.co/nwEiG2zim4", created_at = "2015-11-22 11:57:11", geo_lat = 0, geo_long = 0, user_id = 2470119019, screen_name = "NurainNabilahN1", name = "Nurain Nabilah Nazri", profile_image_url = "http://pbs.twimg.com/profile_images/665729681325330432/g37xWrUf_normal.png", is_rt = 1
Sun, 22 Nov 15 11:57:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397813789691904, tweet_text = "@Coprandae14 I don\'t even know.😂", created_at = "2015-11-22 11:57:11", geo_lat = 0, geo_long = 0, user_id = 429712893, screen_name = "Coprandae14", name = "Alexander Holmberg", profile_image_url = "http://pbs.twimg.com/profile_images/654621374250545154/BIPb9xcV_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397812804132865, tweet_text = "#MONEYANDGIRLS been on repeat since @MastermindMC released it😍🔥, actually love him so so much!💍😅🌎😭💘\'", created_at = "2015-11-22 11:57:11", geo_lat = 0, geo_long = 0, user_id = 3300896405, screen_name = "stellanelsonxxx", name = "StellaNelsonX", profile_image_url = "http://pbs.twimg.com/profile_images/668131596831236096/NVEdcrNR_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82 @...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397816931360768, tweet_text = "RT @CapitalOfficial: “Hanging in the group chat” 😂 @Caspar_Lee @Joe_Sugg #JasparOnCapital https://t.co/KzNmlDbigl https://t.co/BkhvD3x6gr", created_at = "2015-11-22 11:57:12", geo_lat = 0, geo_long = 0, user_id = 1419177296, screen_name = "KatieDorney1", name = "Katie", profile_image_url = "http://pbs.twimg.com/profile_images/660922548310405125/5UBZ1elN_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x85' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397813412286465, tweet_text = "RT @lxdia_: I hate not having socks on🙅", created_at = "2015-11-22 11:57:11", geo_lat = 0, geo_long = 0, user_id = 729030469, screen_name = "beccaemilyrees", name = "Becca", profile_image_url = "http://pbs.twimg.com/profile_images/615284093148884992/FQxb7g_j_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:47 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668397817589665793, url="http://www.shopyourway.com/app/2/l/instantwin/wealth-of-winners/41049?p=eyJzVCI6IlR3ZWV0IiwidUkiOiI4MzZiOTdkYi0xYzg5LTRjNjEtYmQ2OC1hYzljMmFiZWQxZWYiLCJwSSI6bnVsbCwic1AiOmZhbHNlfQ=="
Sun, 22 Nov 15 11:57:47 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397817879265281, tweet_text = "@CR7alwachi best defence in the league but hes rubbish? Yea ur clueless mate 😂😂😂", created_at = "2015-11-22 11:57:12", geo_lat = 0, geo_long = 0, user_id = 533351179, screen_name = "amanbihal", name = "Heisenberg A", profile_image_url = "http://pbs.twimg.com/profile_images/662022899868557316/RUyVqeY9_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:47 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668397822174035968, url="http://alerts.weather.gov/cap/wwacapget.php?x=TX1253CC79B6FC.FreezeWarning.1253CC7A4270TX.SHVNPWSHV.f68ce10dc13a6faabb6d263c95db9e4f&utm_source=dlvr.it&utm_medium=twitter"
Sun, 22 Nov 15 11:57:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8C\x95\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397826112647168, tweet_text = "my babies🌕🌕🌕🌕 https://t.co/ThW3e5s7SB", created_at = "2015-11-22 11:57:14", geo_lat = 0, geo_long = 0, user_id = 2835085203, screen_name = "elisfrommars", name = "Elis (+Sherock)", profile_image_url = "http://pbs.twimg.com/profile_images/666647902362693632/UBzy7ttL_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x87 s...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397826301267968, tweet_text = "@olipalsu of course, try it. My food always taste better 😇 sure, what drink do you want sir ? (P.s : you have to pay for this) 😄😄", created_at = "2015-11-22 11:57:14", geo_lat = 0, geo_long = 0, user_id = 3291069942, screen_name = "camilacbellx", name = "cam", profile_image_url = "http://pbs.twimg.com/profile_images/668333321349263361/uCP5jJt7_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397826188054528, tweet_text = "RT @S15Models: How about a #AssWednesday pic from our sexy @TeannaTrump 🙌🏻🍑 https://t.co/o0FYU4T0TK", created_at = "2015-11-22 11:57:14", geo_lat = 0, geo_long = 0, user_id = 1921506547, screen_name = "starboymahon", name = "Stifler the gamer", profile_image_url = "http://pbs.twimg.com/profile_images/637744263871131648/n6kd0nPf_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82 w...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397826263670784, tweet_text = "My batt life is like 20 mins 😂 what\'s the point", created_at = "2015-11-22 11:57:14", geo_lat = 0, geo_long = 0, user_id = 258944470, screen_name = "TVSHX__", name = "N a t a s h a", profile_image_url = "http://pbs.twimg.com/profile_images/658391160092762113/eVbi9IJL_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x8C\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397826129309696, tweet_text = "@LestBarabato Enjoy your teenage years. It\'s not always bad to break the rules. 👌😃🙌🙌", created_at = "2015-11-22 11:57:14", geo_lat = 0, geo_long = 0, user_id = 4174397053, screen_name = "dneegoroza", name = "Diane Goroza", profile_image_url = "http://pbs.twimg.com/profile_images/664194617034674176/ZuDpbKbh_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397826066485248, tweet_text = "@TheDeath0fYou 😂😂 I could imagine that. Please don\'t crash", created_at = "2015-11-22 11:57:14", geo_lat = 0, geo_long = 0, user_id = 180340430, screen_name = "Freeman_Twins", name = "Liv✨", profile_image_url = "http://pbs.twimg.com/profile_images/655843642091950080/vo2IxaOC_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397826263552000, tweet_text = "RT @jamilalako: My room is a mess, my face, my things, my handwritings, my hair and my life 😂", created_at = "2015-11-22 11:57:14", geo_lat = 0, geo_long = 0, user_id = 2968822267, screen_name = "bitchitsleeyn", name = "Jolene", profile_image_url = "http://pbs.twimg.com/profile_images/667369873857581056/KK6aq7D__normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:49 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8D\xBE\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397830290083841, tweet_text = "Liverpool what a great weekend 🍾👭👬 @ Liverpool https://t.co/WZ4muFwCoM", created_at = "2015-11-22 11:57:15", geo_lat = 0, geo_long = 0, user_id = 986622086, screen_name = "BonnieRich11", name = "Bonnie Rich", profile_image_url = "http://pbs.twimg.com/profile_images/662000445003534336/VyCRlEvd_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:49 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x89 #...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397830508277760, tweet_text = "It\'s all in the eyes. 😉 #Smize 👍🏽 Here with my beautiful friend fondmemories1 👍🏽 Thanks for a great… https://t.co/6uNddupvIk", created_at = "2015-11-22 11:57:15", geo_lat = 0, geo_long = 0, user_id = 25894917, screen_name = "JoeBraxtonTouch", name = "Joe Braxton", profile_image_url = "http://pbs.twimg.com/profile_images/651037410369904640/wN4376_b_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:49 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x93\xB8\x0A\x0A...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397830654967808, tweet_text = "RT @The_YUNiversity: “Shotgun” = front passenger seat of a car\n\nT.O.P took silly selfies while riding *shotgun*. 📸\n\n#idiom #slang https://t…", created_at = "2015-11-22 11:57:15", geo_lat = 0, geo_long = 0, user_id = 451306468, screen_name = "iamintanraihana", name = "IntanRaihana.", profile_image_url = "http://pbs.twimg.com/profile_images/668068156942880770/n_z2l1fb_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:49 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397830470418432, tweet_text = "RT @to0732: The way how Himchan realized that he hit Daehyun and hugged him immediately 😂 https://t.co/uhubdt9JbA", created_at = "2015-11-22 11:57:15", geo_lat = 0, geo_long = 0, user_id = 3296844271, screen_name = "CHAN_uppu10", name = "테이", profile_image_url = "http://pbs.twimg.com/profile_images/667360040823603200/3RNdJalu_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:57:49 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x88' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397830084558850, tweet_text = "@queerzitao I SWEAR I SAID YOU GUYS WOULD BE CUTE 😈", created_at = "2015-11-22 11:57:15", geo_lat = 0, geo_long = 0, user_id = 104726330, screen_name = "QlNGTAO", name = "baguette swan", profile_image_url = "http://pbs.twimg.com/profile_images/668358139763228672/m16Qln6P_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:57:50 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x86\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397834354491392, tweet_text = "@isabelarcher8 do you go other times though?? \nI\'m in church right now!! I go most weeks but always take Christmas off!!! 😆😆", created_at = "2015-11-22 11:57:16", geo_lat = 0, geo_long = 0, user_id = 19685010, screen_name = "SianJasper", name = "Sian Jasper", profile_image_url = "http://pbs.twimg.com/profile_images/521809260531838976/2pt4NbQi_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 11:57:50 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668397834832482304, tweet_text = "RT @LittleMix: Just read back tweets from that arrogant fool that jade DESTROYED!!! 😂😂😂😂😂 jade I love you! Good on you for not taking his 💩…", created_at = "2015-11-22 11:57:16", geo_lat = 0, geo_long = 0, user_id = 2945928886, screen_name = "oversized_dream", name = "I hate everyone", profile_image_url = "http://pbs.twimg.com/profile_images/662606703544942592/izpQ7BKg_normal.jpg", is_rt = 1
